course_name,letter_grade,description,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,IP,NP,NR,P,S,U
Sociology 002,B,% of Total Number of Records along Grade Code Final,,,,,11%,,,,,,,,,,,,,,,
Sociology 002,B,Number of Records,,,,,18,,,,,,,,,,,,,,,
Sociology 002,B-,% of Total Number of Records along Grade Code Final,,,,,,2%,,,,,,,,,,,,,,
Sociology 002,B-,Number of Records,,,,,,3,,,,,,,,,,,,,,
Sociology 002,B+,% of Total Number of Records along Grade Code Final,,,,14%,,,,,,,,,,,,,,,,
Sociology 002,B+,Number of Records,,,,23,,,,,,,,,,,,,,,,
Sociology 002,C,% of Total Number of Records along Grade Code Final,,,,,,,,2%,,,,,,,,,,,,
Sociology 002,C,Number of Records,,,,,,,,3,,,,,,,,,,,,
Sociology 002,C+,% of Total Number of Records along Grade Code Final,,,,,,,2%,,,,,,,,,,,,,
Sociology 002,C+,Number of Records,,,,,,,4,,,,,,,,,,,,,
Sociology 002,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,1%,,,,,,,,,
Sociology 002,D,Number of Records,,,,,,,,,,,1,,,,,,,,,
Sociology 002,D+,% of Total Number of Records along Grade Code Final,,,,,,,,,,1%,,,,,,,,,,
Sociology 002,D+,Number of Records,,,,,,,,,,1,,,,,,,,,,
Sociology 002,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,1%,,,,,,,
Sociology 002,F,Number of Records,,,,,,,,,,,,,1,,,,,,,
Sociology 009,A,% of Total Number of Records along Grade Code Final,,24%,,,,,,,,,,,,,,,,,,
﻿Sociology 009,A,Number of Records,,49,,,,,,,,,,,,,,,,,,
Sociology 009,A-,% of Total Number of Records along Grade Code Final,,,14%,,,,,,,,,,,,,,,,,
Sociology 009,A-,Number of Records,,,29,,,,,,,,,,,,,,,,,
Sociology 009,A+,% of Total Number of Records along Grade Code Final,0%,,,,,,,,,,,,,,,,,,,
Sociology 009,A+,Number of Records,1,,,,,,,,,,,,,,,,,,,
Sociology 009,B,% of Total Number of Records along Grade Code Final,,,,,21%,,,,,,,,,,,,,,,
Sociology 009,B,Number of Records,,,,,43,,,,,,,,,,,,,,,
Sociology 009,B-,% of Total Number of Records along Grade Code Final,,,,,,10%,,,,,,,,,,,,,,
Sociology 009,B-,Number of Records,,,,,,20,,,,,,,,,,,,,,
Sociology 009,B+,% of Total Number of Records along Grade Code Final,,,,14%,,,,,,,,,,,,,,,,
Sociology 009,B+,Number of Records,,,,29,,,,,,,,,,,,,,,,
Sociology 009,C,% of Total Number of Records along Grade Code Final,,,,,,,,2%,,,,,,,,,,,,
Sociology 009,C,Number of Records,,,,,,,,5,,,,,,,,,,,,
Sociology 009,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,2%,,,,,,,,,,,
Sociology 009,C-,Number of Records,,,,,,,,,4,,,,,,,,,,,
Sociology 009,C+,% of Total Number of Records along Grade Code Final,,,,,,,5%,,,,,,,,,,,,,
Sociology 009,C+,Number of Records,,,,,,,11,,,,,,,,,,,,,
Sociology 009,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,1%,,,,,,,,,
Sociology 009,D,Number of Records,,,,,,,,,,,2,,,,,,,,,
Sociology 009,D+,% of Total Number of Records along Grade Code Final,,,,,,,,,,1%,,,,,,,,,,
Sociology 009,D+,Number of Records,,,,,,,,,,3,,,,,,,,,,
Sociology 009,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,2%,,,,,,,
Sociology 009,F,Number of Records,,,,,,,,,,,,,4,,,,,,,
Sociology 009,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,2%,,,,,,
Sociology 009,W,Number of Records,,,,,,,,,,,,,,5,,,,,,
Sociology 010,A,% of Total Number of Records along Grade Code Final,,10%,,,,,,,,,,,,,,,,,,
Sociology 010,A,Number of Records,,124,,,,,,,,,,,,,,,,,,
Sociology 010,A-,% of Total Number of Records along Grade Code Final,,,14%,,,,,,,,,,,,,,,,,
Sociology 010,A-,Number of Records,,,178,,,,,,,,,,,,,,,,,
Sociology 010,A+,% of Total Number of Records along Grade Code Final,2%,,,,,,,,,,,,,,,,,,,
Sociology 010,A+,Number of Records,31,,,,,,,,,,,,,,,,,,,
Sociology 010,B,% of Total Number of Records along Grade Code Final,,,,,16%,,,,,,,,,,,,,,,
Sociology 010,B,Number of Records,,,,,207,,,,,,,,,,,,,,,
Sociology 010,B-,% of Total Number of Records along Grade Code Final,,,,,,11%,,,,,,,,,,,,,,
Sociology 010,B-,Number of Records,,,,,,142,,,,,,,,,,,,,,
Sociology 010,B+,% of Total Number of Records along Grade Code Final,,,,13%,,,,,,,,,,,,,,,,
Sociology 010,B+,Number of Records,,,,172,,,,,,,,,,,,,,,,
Sociology 010,C,% of Total Number of Records along Grade Code Final,,,,,,,,10%,,,,,,,,,,,,
Sociology 010,C,Number of Records,,,,,,,,124,,,,,,,,,,,,
Sociology 010,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,6%,,,,,,,,,,,
Sociology 010,C-,Number of Records,,,,,,,,,76,,,,,,,,,,,
Sociology 010,C+,% of Total Number of Records along Grade Code Final,,,,,,,7%,,,,,,,,,,,,,
Sociology 010,C+,Number of Records,,,,,,,95,,,,,,,,,,,,,
Sociology 010,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,2%,,,,,,,,,
Sociology 010,D,Number of Records,,,,,,,,,,,24,,,,,,,,,
Sociology 010,D-,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,0%,,,,,,,,
Sociology 010,D-,Number of Records,,,,,,,,,,,,5,,,,,,,,
Sociology 010,D+,% of Total Number of Records along Grade Code Final,,,,,,,,,,1%,,,,,,,,,,
Sociology 010,D+,Number of Records,,,,,,,,,,15,,,,,,,,,,
Sociology 010,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,5%,,,,,,,
﻿Sociology 010,F,Number of Records,,,,,,,,,,,,,65,,,,,,,
Sociology 010,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,1%,,,,
Sociology 010,NP,Number of Records,,,,,,,,,,,,,,,,8,,,,
Sociology 010,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,1%,,
Sociology 010,P,Number of Records,,,,,,,,,,,,,,,,,,8,,
Sociology 010,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,2%,,,,,,
Sociology 010,W,Number of Records,,,,,,,,,,,,,,26,,,,,,
Sociology 015,A,% of Total Number of Records along Grade Code Final,,13%,,,,,,,,,,,,,,,,,,
Sociology 015,A,Number of Records,,248,,,,,,,,,,,,,,,,,,
Sociology 015,A-,% of Total Number of Records along Grade Code Final,,,18%,,,,,,,,,,,,,,,,,
Sociology 015,A-,Number of Records,,,339,,,,,,,,,,,,,,,,,
Sociology 015,A+,% of Total Number of Records along Grade Code Final,1%,,,,,,,,,,,,,,,,,,,
Sociology 015,A+,Number of Records,22,,,,,,,,,,,,,,,,,,,
Sociology 015,B,% of Total Number of Records along Grade Code Final,,,,,18%,,,,,,,,,,,,,,,
Sociology 015,B,Number of Records,,,,,339,,,,,,,,,,,,,,,
Sociology 015,B-,% of Total Number of Records along Grade Code Final,,,,,,15%,,,,,,,,,,,,,,
Sociology 015,B-,Number of Records,,,,,,283,,,,,,,,,,,,,,
Sociology 015,B+,% of Total Number of Records along Grade Code Final,,,,14%,,,,,,,,,,,,,,,,
Sociology 015,B+,Number of Records,,,,265,,,,,,,,,,,,,,,,
Sociology 015,C,% of Total Number of Records along Grade Code Final,,,,,,,,5%,,,,,,,,,,,,
Sociology 015,C,Number of Records,,,,,,,,103,,,,,,,,,,,,
Sociology 015,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,3%,,,,,,,,,,,
Sociology 015,C-,Number of Records,,,,,,,,,62,,,,,,,,,,,
Sociology 015,C+,% of Total Number of Records along Grade Code Final,,,,,,,9%,,,,,,,,,,,,,
Sociology 015,C+,Number of Records,,,,,,,167,,,,,,,,,,,,,
Sociology 015,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,1%,,,,,,,,,
Sociology 015,D,Number of Records,,,,,,,,,,,15,,,,,,,,,
Sociology 015,D-,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,0%,,,,,,,,
Sociology 015,D-,Number of Records,,,,,,,,,,,,7,,,,,,,,
Sociology 015,D+,% of Total Number of Records along Grade Code Final,,,,,,,,,,1%,,,,,,,,,,
Sociology 015,D+,Number of Records,,,,,,,,,,19,,,,,,,,,,
Sociology 015,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,1%,,,,,,,
Sociology 015,F,Number of Records,,,,,,,,,,,,,20,,,,,,,
Sociology 015,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,0%,,,,
Sociology 015,NP,Number of Records,,,,,,,,,,,,,,,,6,,,,
Sociology 015,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,0%,,
Sociology 015,P,Number of Records,,,,,,,,,,,,,,,,,,1,,
Sociology 015,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,1%,,,,,,
Sociology 015,W,Number of Records,,,,,,,,,,,,,,15,,,,,,
Sociology 020,A,% of Total Number of Records along Grade Code Final,,20%,,,,,,,,,,,,,,,,,,
Sociology 020,A,Number of Records,,125,,,,,,,,,,,,,,,,,,
Sociology 020,A-,% of Total Number of Records along Grade Code Final,,,21%,,,,,,,,,,,,,,,,,
Sociology 020,A-,Number of Records,,,135,,,,,,,,,,,,,,,,,
Sociology 020,A+,% of Total Number of Records along Grade Code Final,2%,,,,,,,,,,,,,,,,,,,
Sociology 020,A+,Number of Records,14,,,,,,,,,,,,,,,,,,,
Sociology 020,B,% of Total Number of Records along Grade Code Final,,,,,16%,,,,,,,,,,,,,,,
Sociology 020,B,Number of Records,,,,,103,,,,,,,,,,,,,,,
Sociology 020,B-,% of Total Number of Records along Grade Code Final,,,,,,9%,,,,,,,,,,,,,,
Sociology 020,B-,Number of Records,,,,,,57,,,,,,,,,,,,,,
Sociology 020,B+,% of Total Number of Records along Grade Code Final,,,,14%,,,,,,,,,,,,,,,,
﻿Sociology 020,B+,Number of Records,,,,89,,,,,,,,,,,,,,,,
Sociology 020,C,% of Total Number of Records along Grade Code Final,,,,,,,,4%,,,,,,,,,,,,
Sociology 020,C,Number of Records,,,,,,,,28,,,,,,,,,,,,
Sociology 020,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,2%,,,,,,,,,,,
Sociology 020,C-,Number of Records,,,,,,,,,14,,,,,,,,,,,
Sociology 020,C+,% of Total Number of Records along Grade Code Final,,,,,,,5%,,,,,,,,,,,,,
Sociology 020,C+,Number of Records,,,,,,,32,,,,,,,,,,,,,
Sociology 020,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,1%,,,,,,,,,
Sociology 020,D,Number of Records,,,,,,,,,,,7,,,,,,,,,
Sociology 020,D+,% of Total Number of Records along Grade Code Final,,,,,,,,,,1%,,,,,,,,,,
Sociology 020,D+,Number of Records,,,,,,,,,,8,,,,,,,,,,
Sociology 020,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,2%,,,,,,,
Sociology 020,F,Number of Records,,,,,,,,,,,,,14,,,,,,,
Sociology 020,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,0%,,,,
Sociology 020,NP,Number of Records,,,,,,,,,,,,,,,,2,,,,
Sociology 020,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,0%,,
Sociology 020,P,Number of Records,,,,,,,,,,,,,,,,,,2,,
Sociology 020,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,1%,,,,,,
Sociology 020,W,Number of Records,,,,,,,,,,,,,,7,,,,,,
Sociology 030,A,% of Total Number of Records along Grade Code Final,,15%,,,,,,,,,,,,,,,,,,
Sociology 030,A,Number of Records,,116,,,,,,,,,,,,,,,,,,
Sociology 030,A-,% of Total Number of Records along Grade Code Final,,,18%,,,,,,,,,,,,,,,,,
Sociology 030,A-,Number of Records,,,139,,,,,,,,,,,,,,,,,
Sociology 030,A+,% of Total Number of Records along Grade Code Final,3%,,,,,,,,,,,,,,,,,,,
Sociology 030,A+,Number of Records,23,,,,,,,,,,,,,,,,,,,
Sociology 030,B,% of Total Number of Records along Grade Code Final,,,,,17%,,,,,,,,,,,,,,,
Sociology 030,B,Number of Records,,,,,132,,,,,,,,,,,,,,,
Sociology 030,B-,% of Total Number of Records along Grade Code Final,,,,,,9%,,,,,,,,,,,,,,
Sociology 030,B-,Number of Records,,,,,,73,,,,,,,,,,,,,,
Sociology 030,B+,% of Total Number of Records along Grade Code Final,,,,12%,,,,,,,,,,,,,,,,
Sociology 030,B+,Number of Records,,,,97,,,,,,,,,,,,,,,,
Sociology 030,C,% of Total Number of Records along Grade Code Final,,,,,,,,5%,,,,,,,,,,,,
Sociology 030,C,Number of Records,,,,,,,,41,,,,,,,,,,,,
Sociology 030,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,4%,,,,,,,,,,,
Sociology 030,C-,Number of Records,,,,,,,,,28,,,,,,,,,,,
Sociology 030,C+,% of Total Number of Records along Grade Code Final,,,,,,,7%,,,,,,,,,,,,,
Sociology 030,C+,Number of Records,,,,,,,52,,,,,,,,,,,,,
Sociology 030,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,1%,,,,,,,,,
Sociology 030,D,Number of Records,,,,,,,,,,,11,,,,,,,,,
Sociology 030,D-,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,1%,,,,,,,,
Sociology 030,D-,Number of Records,,,,,,,,,,,,4,,,,,,,,
Sociology 030,D+,% of Total Number of Records along Grade Code Final,,,,,,,,,,1%,,,,,,,,,,
Sociology 030,D+,Number of Records,,,,,,,,,,9,,,,,,,,,,
Sociology 030,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,5%,,,,,,,
Sociology 030,F,Number of Records,,,,,,,,,,,,,41,,,,,,,
Sociology 030,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,1%,,,,
Sociology 030,NP,Number of Records,,,,,,,,,,,,,,,,5,,,,
Sociology 030,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,1%,,
Sociology 030,P,Number of Records,,,,,,,,,,,,,,,,,,4,,
Sociology 030,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,2%,,,,,,
﻿Sociology 030,W,Number of Records,,,,,,,,,,,,,,14,,,,,,
Sociology 036,A,% of Total Number of Records along Grade Code Final,,16%,,,,,,,,,,,,,,,,,,
Sociology 036,A,Number of Records,,25,,,,,,,,,,,,,,,,,,
Sociology 036,A-,% of Total Number of Records along Grade Code Final,,,14%,,,,,,,,,,,,,,,,,
Sociology 036,A-,Number of Records,,,22,,,,,,,,,,,,,,,,,
Sociology 036,A+,% of Total Number of Records along Grade Code Final,2%,,,,,,,,,,,,,,,,,,,
Sociology 036,A+,Number of Records,4,,,,,,,,,,,,,,,,,,,
Sociology 036,B,% of Total Number of Records along Grade Code Final,,,,,14%,,,,,,,,,,,,,,,
Sociology 036,B,Number of Records,,,,,23,,,,,,,,,,,,,,,
Sociology 036,B-,% of Total Number of Records along Grade Code Final,,,,,,11%,,,,,,,,,,,,,,
Sociology 036,B-,Number of Records,,,,,,18,,,,,,,,,,,,,,
Sociology 036,B+,% of Total Number of Records along Grade Code Final,,,,14%,,,,,,,,,,,,,,,,
Sociology 036,B+,Number of Records,,,,22,,,,,,,,,,,,,,,,
Sociology 036,C,% of Total Number of Records along Grade Code Final,,,,,,,,10%,,,,,,,,,,,,
Sociology 036,C,Number of Records,,,,,,,,16,,,,,,,,,,,,
Sociology 036,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,2%,,,,,,,,,,,
Sociology 036,C-,Number of Records,,,,,,,,,3,,,,,,,,,,,
Sociology 036,C+,% of Total Number of Records along Grade Code Final,,,,,,,6%,,,,,,,,,,,,,
Sociology 036,C+,Number of Records,,,,,,,9,,,,,,,,,,,,,
Sociology 036,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,1%,,,,,,,,,
Sociology 036,D,Number of Records,,,,,,,,,,,2,,,,,,,,,
Sociology 036,D+,% of Total Number of Records along Grade Code Final,,,,,,,,,,2%,,,,,,,,,,
Sociology 036,D+,Number of Records,,,,,,,,,,4,,,,,,,,,,
Sociology 036,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,4%,,,,,,,
Sociology 036,F,Number of Records,,,,,,,,,,,,,6,,,,,,,
Sociology 036,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,4%,,,,,,
Sociology 036,W,Number of Records,,,,,,,,,,,,,,7,,,,,,
Sociology 038,A,% of Total Number of Records along Grade Code Final,,23%,,,,,,,,,,,,,,,,,,
Sociology 038,A,Number of Records,,131,,,,,,,,,,,,,,,,,,
Sociology 038,A-,% of Total Number of Records along Grade Code Final,,,24%,,,,,,,,,,,,,,,,,
Sociology 038,A-,Number of Records,,,137,,,,,,,,,,,,,,,,,
Sociology 038,A+,% of Total Number of Records along Grade Code Final,9%,,,,,,,,,,,,,,,,,,,
Sociology 038,A+,Number of Records,53,,,,,,,,,,,,,,,,,,,
Sociology 038,B,% of Total Number of Records along Grade Code Final,,,,,13%,,,,,,,,,,,,,,,
Sociology 038,B,Number of Records,,,,,71,,,,,,,,,,,,,,,
Sociology 038,B-,% of Total Number of Records along Grade Code Final,,,,,,8%,,,,,,,,,,,,,,
Sociology 038,B-,Number of Records,,,,,,43,,,,,,,,,,,,,,
Sociology 038,B+,% of Total Number of Records along Grade Code Final,,,,7%,,,,,,,,,,,,,,,,
Sociology 038,B+,Number of Records,,,,39,,,,,,,,,,,,,,,,
Sociology 038,C,% of Total Number of Records along Grade Code Final,,,,,,,,4%,,,,,,,,,,,,
Sociology 038,C,Number of Records,,,,,,,,21,,,,,,,,,,,,
Sociology 038,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,3%,,,,,,,,,,,
Sociology 038,C-,Number of Records,,,,,,,,,16,,,,,,,,,,,
Sociology 038,C+,% of Total Number of Records along Grade Code Final,,,,,,,3%,,,,,,,,,,,,,
Sociology 038,C+,Number of Records,,,,,,,16,,,,,,,,,,,,,
Sociology 038,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,1%,,,,,,,,,
Sociology 038,D,Number of Records,,,,,,,,,,,7,,,,,,,,,
Sociology 038,D-,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,0%,,,,,,,,
Sociology 038,D-,Number of Records,,,,,,,,,,,,2,,,,,,,,
Sociology 038,D+,% of Total Number of Records along Grade Code Final,,,,,,,,,,0%,,,,,,,,,,
﻿Sociology 038,D+,Number of Records,,,,,,,,,,1,,,,,,,,,,
Sociology 038,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,3%,,,,,,,
Sociology 038,F,Number of Records,,,,,,,,,,,,,15,,,,,,,
Sociology 038,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,1%,,,,
Sociology 038,NP,Number of Records,,,,,,,,,,,,,,,,3,,,,
Sociology 038,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,0%,,
Sociology 038,P,Number of Records,,,,,,,,,,,,,,,,,,2,,
Sociology 038,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,1%,,,,,,
Sociology 038,W,Number of Records,,,,,,,,,,,,,,5,,,,,,
Sociology 060,A,% of Total Number of Records along Grade Code Final,,10%,,,,,,,,,,,,,,,,,,
Sociology 060,A,Number of Records,,9,,,,,,,,,,,,,,,,,,
Sociology 060,A-,% of Total Number of Records along Grade Code Final,,,22%,,,,,,,,,,,,,,,,,
Sociology 060,A-,Number of Records,,,19,,,,,,,,,,,,,,,,,
Sociology 060,A+,% of Total Number of Records along Grade Code Final,3%,,,,,,,,,,,,,,,,,,,
Sociology 060,A+,Number of Records,3,,,,,,,,,,,,,,,,,,,
Sociology 060,B,% of Total Number of Records along Grade Code Final,,,,,25%,,,,,,,,,,,,,,,
Sociology 060,B,Number of Records,,,,,22,,,,,,,,,,,,,,,
Sociology 060,B-,% of Total Number of Records along Grade Code Final,,,,,,8%,,,,,,,,,,,,,,
Sociology 060,B-,Number of Records,,,,,,7,,,,,,,,,,,,,,
Sociology 060,B+,% of Total Number of Records along Grade Code Final,,,,8%,,,,,,,,,,,,,,,,
Sociology 060,B+,Number of Records,,,,7,,,,,,,,,,,,,,,,
Sociology 060,C,% of Total Number of Records along Grade Code Final,,,,,,,,2%,,,,,,,,,,,,
Sociology 060,C,Number of Records,,,,,,,,2,,,,,,,,,,,,
Sociology 060,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,1%,,,,,,,,,,,
Sociology 060,C-,Number of Records,,,,,,,,,1,,,,,,,,,,,
Sociology 060,C+,% of Total Number of Records along Grade Code Final,,,,,,,6%,,,,,,,,,,,,,
Sociology 060,C+,Number of Records,,,,,,,5,,,,,,,,,,,,,
Sociology 060,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,3%,,,,,,,,,
Sociology 060,D,Number of Records,,,,,,,,,,,3,,,,,,,,,
Sociology 060,D+,% of Total Number of Records along Grade Code Final,,,,,,,,,,1%,,,,,,,,,,
Sociology 060,D+,Number of Records,,,,,,,,,,1,,,,,,,,,,
Sociology 060,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,2%,,,,,,,
Sociology 060,F,Number of Records,,,,,,,,,,,,,2,,,,,,,
Sociology 060,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,2%,,,,
Sociology 060,NP,Number of Records,,,,,,,,,,,,,,,,2,,,,
Sociology 060,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,2%,,
Sociology 060,P,Number of Records,,,,,,,,,,,,,,,,,,2,,
Sociology 060,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,3%,,,,,,
Sociology 060,W,Number of Records,,,,,,,,,,,,,,3,,,,,,
Sociology 070,A,% of Total Number of Records along Grade Code Final,,25%,,,,,,,,,,,,,,,,,,
Sociology 070,A,Number of Records,,166,,,,,,,,,,,,,,,,,,
Sociology 070,A-,% of Total Number of Records along Grade Code Final,,,14%,,,,,,,,,,,,,,,,,
Sociology 070,A-,Number of Records,,,96,,,,,,,,,,,,,,,,,
Sociology 070,A+,% of Total Number of Records along Grade Code Final,2%,,,,,,,,,,,,,,,,,,,
Sociology 070,A+,Number of Records,11,,,,,,,,,,,,,,,,,,,
Sociology 070,B,% of Total Number of Records along Grade Code Final,,,,,26%,,,,,,,,,,,,,,,
Sociology 070,B,Number of Records,,,,,175,,,,,,,,,,,,,,,
Sociology 070,B-,% of Total Number of Records along Grade Code Final,,,,,,7%,,,,,,,,,,,,,,
Sociology 070,B-,Number of Records,,,,,,45,,,,,,,,,,,,,,
Sociology 070,B+,% of Total Number of Records along Grade Code Final,,,,10%,,,,,,,,,,,,,,,,
